src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
181,P07949,IC50,5.0,CHEMBL
182,Q14164,IC50,6.0,IUPHAR
182,Q9UHD2,IC50,6.0,IUPHAR
182,Q9HC97,EC50,5.4,CHEMBL
182,P27815|Q07343|Q08493|Q08499,,,CHEMBL
183,P08913,Ki,6.646,DRUG MATRIX
183,P50406,Ki,5.871,DRUG MATRIX
183,P35348,Ki,5.63,CHEMBL
183,Q06278,IC50,5.26,WOMBAT-PK
183,P18825,Ki,6.583,DRUG MATRIX
183,Q01959,Ki,5.358,DRUG MATRIX
183,P25100,Ki,5.27,CHEMBL
183,P35368,Ki,5.1,CHEMBL
183,Q06432,Ki,7.2,WOMBAT-PK
183,Q13936,,,WOMBAT-PK
183,P00915,,,WOMBAT-PK
183,P54289,Ki,7.2,WOMBAT-PK
183,Q01668,Ki,7.0,WOMBAT-PK
183,O95180,Ki,4.507,WOMBAT-PK
183,O95069,IC50,6.4,CHEMBL
183,P22002,Ki,8.7,CHEMBL
183,Q8HY88,IC50,6.37,CHEMBL
186,Q12809,IC50,5.62,CHEMBL
186,P50135,Ki,7.72,CHEMBL
186,Q9Y251,Kd,4.28,CHEMBL
186,P05067,IC50,5.4,CHEMBL
191,P21728,Ki,6.708,DRUG MATRIX
191,P14416,Ki,7.796,PDSP
191,P08913,Ki,6.307,DRUG MATRIX
191,P08183,,,WOMBAT-PK
191,P31645,IC50,7.469,DRUG MATRIX
191,P23975,Ki,7.886,DRUG MATRIX
191,P08908,Ki,6.66,CHEMBL
191,P28223,Ki,8.75,CHEMBL
191,P41595,Ki,8.182,DRUG MATRIX
191,P28335,Ki,8.7,CHEMBL
191,P50406,Ki,7.3,IUPHAR
191,P34969,Ki,6.3,CHEMBL
191,P18089,Ki,6.593,DRUG MATRIX
191,P35462,Ki,7.734,PDSP
191,P35367,Ki,7.959,DRUG MATRIX
191,P11229,Ki,6.542,DRUG MATRIX
191,P08172,Ki,6.03,DRUG MATRIX
191,P20309,Ki,6.423,DRUG MATRIX
191,P08173,Ki,6.616,DRUG MATRIX
191,P08912,Ki,6.211,DRUG MATRIX
191,P18825,Ki,6.336,DRUG MATRIX
191,Q01959,Kd,5.365,WOMBAT-PK
191,P10635,IC50,5.0,DRUG MATRIX
191,P21917,Ki,7.47,CHEMBL
191,P25100,Ki,6.842,DRUG MATRIX
191,P46098,Ki,6.57,DRUG MATRIX
191,Q9Y345,IC50,4.036,WOMBAT-PK
191,P15823,Ki,7.222,DRUG MATRIX
191,P43140,IC50,6.45,CHEMBL
191,P14842,Ki,9.0,IUPHAR
191,P32305,Ki,7.4,IUPHAR
191,P08909,Ki,8.7,IUPHAR
191,P31388,Ki,8.2,IUPHAR
191,P14867|P18507|P47870,,,WOMBAT-PK
192,P28223,IC50,6.22,WOMBAT-PK
192,P41595,IC50,5.96,WOMBAT-PK
192,P28335,IC50,5.8,WOMBAT-PK
192,Q8XJ01,,,WOMBAT-PK
192,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,,,CHEMBL
193,O00519,IC50,6.34,CHEMBL
193,P50406,Ki,5.796,PDSP
195,P08913,,,WOMBAT-PK
195,P31645,Ki,5.753,PDSP
195,P23975,,,CHEMBL
195,P35348,,,WOMBAT-PK
195,Q01959,Ki,6.936,PDSP
195,Q16568,,,WOMBAT-PK
195,P23977,IC50,6.02,CHEMBL
195,P21396,Ki,4.91,CHEMBL
195,O55192,IC50,6.0,CHEMBL
195,P30994,Kd,5.27,CHEMBL
195,Q60857,IC50,4.35,CHEMBL
195,Q63380,IC50,6.7,CHEMBL
195,P08909|P14842|P19327|P28564|P28565|P30940|P30994|P31388|P32305|P35364|P35365|P35563|Q62758|Q9JJ16,Kd,5.27,CHEMBL
195,P19327|P28564|P28565|P30940,Ki,5.12,CHEMBL
195,P08909|P14842|P30994,Ki,4.37,CHEMBL
195,Q96RJ0,EC50,6.222,SCIENTIFIC LITERATURE
198,Q8XJ01,,,WOMBAT-PK
198,Q02763,Kd,4.09,CHEMBL
198,Q8TD43,IC50,4.72,CHEMBL
198,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,,,CHEMBL
200,P08684,IC50,6.0,DRUG MATRIX
200,P03367,,,WOMBAT-PK
200,P24557,IC50,5.172,DRUG MATRIX
200,P07339,IC50,4.82,CHEMBL
200,Q72874,Ki,10.4,CHEMBL
200,Q9YQ12,Ki,10.44,CHEMBL
200,O90781,Ki,10.52,CHEMBL
200,Q9YQ30,Ki,9.82,CHEMBL
201,Q14432,IC50,4.78,WOMBAT-PK
201,P33981,Ki,4.09,CHEMBL
201,Q13370,IC50,4.51,IUPHAR
201,P27815|Q07343|Q08493|Q08499,IC50,4.39,CHEMBL
203,Q12809,IC50,6.68,CHEMBL
203,P10635,Ki,5.12,WOMBAT-PK
203,P11388,IC50,5.0,CHEMBL
203,Q969P6,IC50,7.43,WOMBAT-PK
203,P11387,IC50,7.43,WOMBAT-PK
203,Q02880,EC50,4.96,CHEMBL
203,O15245,IC50,5.3,CHEMBL
203,P11388|Q02880,EC50,6.14,CHEMBL
209,Q14432,IC50,7.27,IUPHAR
209,O00408,IC50,4.47,CHEMBL
210,P11511,IC50,6.222,WOMBAT-PK
213,P10275,,,WOMBAT-PK
214,P03372,IC50,6.74,CHEMBL
214,P10275,IC50,6.64,CHEMBL
214,Q92731,IC50,8.0,CHEMBL
214,P08185,Ki,5.0,CHEMBL
214,P04278,Kd,9.17,CHEMBL
214,P15207,IC50,5.86,CHEMBL
215,P11511,Ki,7.7,CHEMBL
215,P08185,Ki,5.76,CHEMBL
215,P04278,Kd,7.46,CHEMBL
215,P37058,IC50,6.31,CHEMBL
215,P15207,IC50,5.89,CHEMBL
215,O54939,IC50,6.77,CHEMBL
217,P05121,,,WOMBAT-PK
219,P08183,,,WOMBAT-PK
219,Q92887,,,WOMBAT-PK
219,P33527,,,WOMBAT-PK
219,Q5T3U5,,,WOMBAT-PK
219,P68371,,,WOMBAT-PK
220,P35372,,,WOMBAT-PK
222,P38435,,,DRUGBANK
222,P12527,IC50,5.04,CHEMBL
223,P11229,,,DRUGBANK
223,P20309,,,DRUGBANK
224,P35367,,,CHEMBL
224,P31389,Kd,7.14,CHEMBL
226,O75342,,,WOMBAT-PK
226,Q9BEG3,IC50,4.43,CHEMBL
226,Q9NXA8,IC50,7.0,CHEMBL
226,P05981,IC50,6.64,CHEMBL
226,P00761,IC50,5.9,CHEMBL
228,P21728,Ki,8.34,CHEMBL
228,P14416,Ki,9.21,CHEMBL
228,P08913,Ki,6.9,IUPHAR
228,P08908,Ki,6.53,CHEMBL
228,P28223,Ki,6.9,IUPHAR
228,P41595,Ki,6.9,IUPHAR
228,P28335,Ki,7.0,IUPHAR
228,P35348,Ki,5.7,PDSP
228,P18089,Ki,7.2,IUPHAR
228,P35462,Ki,8.59,CHEMBL
228,P21918,Ki,7.8,IUPHAR
228,P28222,Ki,5.53,PDSP
228,P28221,Ki,5.91,PDSP
228,P18825,Ki,7.4,IUPHAR
228,P21917,Ki,8.05,CHEMBL
228,P25100,Ki,7.187,WOMBAT-PK
228,P35368,Ki,6.17,PDSP
228,O15245,IC50,4.68,CHEMBL
228,O75762,EC50,5.1,IUPHAR
228,P61169,Ki,8.74,CHEMBL
228,P19327,Ki,6.53,CHEMBL
228,P32305,Ki,6.73,CHEMBL
228,P18901,Ki,7.28,CHEMBL
228,P20288,Ki,6.7,CHEMBL
228,P19020,Ki,7.44,CHEMBL
228,P30729,EC50,8.82,CHEMBL
228,Q61616,Ki,7.0,CHEMBL
228,Q9XUB2,EC50,5.35,CHEMBL
228,P33533|P33535|P34975|Q9R0C9,IC50,6.52,CHEMBL
228,P08909|P14842|P19327|P28564|P28565|P30940|P30994|P31388|P32305|P35364|P35365|P35563|Q62758|Q9JJ16,IC50,5.35,CHEMBL
228,P19328|P22086|P22909,IC50,7.2,CHEMBL
228,P20288|Q95136,IC50,9.0,CHEMBL
228,P18901|P19020|P25115|P30729|P61169,IC50,9.0,CHEMBL
228,P15823|P23944|P43140,IC50,5.11,CHEMBL
228,P34949,IC50,4.84,CHEMBL
228,G5EF15,EC50,4.77,CHEMBL
228,Q00987,IC50,6.71,CHEMBL
229,P08913,Ki,8.54,CHEMBL
229,P18089,Ki,7.938,PDSP
229,P18825,Ki,7.52,CHEMBL
229,P19328,Ki,8.32,CHEMBL
229,P25100|P35348|P35368,Ki,6.74,CHEMBL
230,P08684,,,WOMBAT-PK
230,P25103,Ki,10.7,CHEMBL
230,P29371,Ki,6.34,CHEMBL
230,Q5DUB1,IC50,10.05,CHEMBL
231,Q14524,,,WOMBAT-PK
231,Q12809,,,WOMBAT-PK
231,P10635,Ki,7.757,WOMBAT-PK
231,P25786,IC50,5.398,WOMBAT-PK
231,P32418,IC50,4.301,WOMBAT-PK
231,Q9Y3Q4,IC50,4.359,WOMBAT-PK
231,P0DP23|P0DP24|P0DP25,ID50,4.745,WOMBAT-PK
234,Q01668|Q13936,,,DRUG LABEL
237,P08588,,,SCIENTIFIC LITERATURE
239,P00734,Ki,7.398,WOMBAT-PK
239,P00742,Ki,4.28,CHEMBL
239,P00750,Ki,4.06,CHEMBL
239,P00760,Ki,5.54,CHEMBL
239,P00735,Ki,8.02,CHEMBL
242,P08588,Ki,6.851,PDSP
242,P07550,Ki,6.788,PDSP
242,P21728,Ki,6.06,PDSP
242,P14416,Ki,8.71,WOMBAT-PK
242,P08913,Ki,7.131,PDSP
242,Q12809,Ki,6.22,CHEMBL
242,P08183,IC50,6.11,CHEMBL
242,P31645,Ki,6.83,WOMBAT-PK
242,P23975,Ki,5.68,PDSP
242,P28223,Ki,7.9,WOMBAT-PK
242,P41595,Ki,9.444,PDSP
242,P28335,Ki,7.36,WOMBAT-PK
242,P50406,Ki,6.51,WOMBAT-PK
242,P34969,Ki,7.69,WOMBAT-PK
242,P35348,Ki,7.244,WOMBAT-PK
242,P18089,Ki,6.991,PDSP
242,P35462,Ki,8.53,WOMBAT-PK
242,P21918,Ki,5.681,PDSP
242,P35367,Ki,7.215,WOMBAT-PK
242,P11229,Ki,5.169,PDSP
242,P08172,Ki,5.455,PDSP
242,P20309,Ki,5.33,PDSP
242,P08173,Ki,5.818,PDSP
242,P08912,Ki,5.633,PDSP
242,P28222,Ki,6.1,WOMBAT-PK
242,P28221,Ki,7.2,WOMBAT-PK
242,P18825,Ki,7.421,PDSP
242,Q01959,Ki,5.492,PDSP
242,P21917,Ki,6.65,WOMBAT-PK
242,P46098,Ki,6.202,PDSP
242,P35368,Ki,7.463,PDSP
242,P47898,Ki,5.906,PDSP
242,P28566,Ki,5.097,PDSP
242,P31389,Ki,7.0,CHEMBL
242,P61169,Ki,9.1,CHEMBL
242,P19327,Ki,9.4,CHEMBL
242,P31652,Ki,5.97,CHEMBL
242,P14842,Ki,8.15,CHEMBL
242,P32305,Ki,7.8,IUPHAR
242,P18901,Ki,9.1,CHEMBL
242,P08909,IC50,7.59,CHEMBL
242,P19020,IC50,7.42,CHEMBL
242,P30729,Ki,7.3,IUPHAR
242,P31388,Ki,6.8,IUPHAR
242,P07305,Ki,7.55,CHEMBL
242,P08908,Ki,8.15,WOMBAT-PK
244,Q12809,IC50,5.824,WOMBAT-PK
244,Q16881,,,CHEMBL
249,O00337,Ki,5.312,DRUG MATRIX
249,P08588,Ki,4.998,DRUG MATRIX
249,P35372,Ki,6.218,DRUG MATRIX
249,P21728,Ki,5.698,DRUG MATRIX
249,P14416,Ki,5.822,DRUG MATRIX
249,P08913,Ki,5.741,DRUG MATRIX
249,Q99720,Ki,6.025,DRUG MATRIX
249,Q12809,IC50,9.046,WOMBAT-PK
249,P08684,IC50,5.481,WOMBAT-PK
249,P08183,IC50,6.05,WOMBAT-PK
249,P31645,Ki,6.155,DRUG MATRIX
249,P23975,Ki,5.865,DRUG MATRIX
249,P08908,Ki,6.359,DRUG MATRIX
249,P28223,Ki,8.253,DRUG MATRIX
249,P41595,Ki,8.126,DRUG MATRIX
249,P28335,Ki,7.027,DRUG MATRIX
249,P50406,Ki,5.819,DRUG MATRIX
249,P18089,Ki,5.756,DRUG MATRIX
249,P35462,Ki,6.83,DRUG MATRIX
249,P25021,Ki,5.781,DRUG MATRIX
249,Q9H3N8,Ki,5.1,CHEMBL
249,P11229,Ki,6.59,DRUG MATRIX
249,P08172,Ki,6.3,DRUG MATRIX
249,P20309,Ki,6.75,DRUG MATRIX
249,P08173,Ki,6.587,DRUG MATRIX
249,P08912,Ki,6.297,DRUG MATRIX
249,P13945,Ki,5.219,DRUG MATRIX
249,P18825,Ki,6.545,DRUG MATRIX
249,Q01959,Ki,6.101,DRUG MATRIX
249,P0DMS8,Ki,4.784,DRUG MATRIX
249,P21917,Ki,5.671,DRUG MATRIX
249,P25100,Ki,8.004,DRUG MATRIX
249,P46098,Ki,7.018,DRUG MATRIX
249,P41145,Ki,5.577,DRUG MATRIX
249,Q9UNQ0,,,WOMBAT-PK
249,P23415,EC50,5.38,CHEMBL
249,P0DP23|P0DP24|P0DP25,IC50,6.0,WOMBAT-PK
249,P41143,Ki,5.34,DRUG MATRIX
249,P35346,Ki,5.39,CHEMBL
249,P00533,IC50,5.218,DRUG MATRIX
249,P25103,Ki,5.065,DRUG MATRIX
249,P06239,IC50,4.701,DRUG MATRIX
249,P06241,IC50,5.546,DRUG MATRIX
249,P04626,IC50,4.883,DRUG MATRIX
249,P21452,Ki,6.002,DRUG MATRIX
249,O95259,IC50,6.7,IUPHAR
249,P15823,Ki,7.022,DRUG MATRIX
249,P28564,Ki,6.201,DRUG MATRIX
249,P32245,Ki,4.87,DRUG MATRIX
249,P33032,Ki,5.673,DRUG MATRIX
249,P41968,Ki,4.868,DRUG MATRIX
249,P70580,Ki,6.733,DRUG MATRIX
249,P43140,IC50,7.62,CHEMBL
249,P19327,IC50,6.12,CHEMBL
249,Q96FL8,IC50,4.58,CHEMBL
249,P29702|P49355,IC50,8.7,CHEMBL
249,O75530,IC50,4.03,CHEMBL
249,P04439,Kd,5.6,CHEMBL
249,Q5BJF2,Ki,7.02,CHEMBL
249,P35367,A2,8.58,WOMBAT-PK
252,P11388,,,WOMBAT-PK
254,P08684,Ki,5.629,WOMBAT-PK
254,P08183,IC50,4.17,CHEMBL
254,P11712,Ki,4.921,WOMBAT-PK
254,P05177,Ki,4.921,WOMBAT-PK
254,P03367,Ki,8.575,WOMBAT-PK
254,Q72874,Ki,9.62,CHEMBL
254,Q72547,IC50,7.59,CHEMBL
254,P22309,Ki,5.721,WOMBAT-PK
254,Q9YQ12,IC50,8.4,CHEMBL
254,O90781,Ki,10.27,CHEMBL
254,Q9YQ30,Ki,10.12,CHEMBL
255,P08588,Ki,7.3,WOMBAT-PK
255,P07550,Kd,5.8,WOMBAT-PK
255,P0DMS8,IC50,8.75,CHEMBL
255,P19327,Ki,5.0,CHEMBL
255,Q8K4Z4,Kd,5.93,CHEMBL
255,B0FL73,Kd,7.62,CHEMBL
256,Q12809,IC50,5.68,CHEMBL
256,P31645,Kd,8.05,CHEMBL
256,P23975,Kd,8.69,CHEMBL
256,Q01959,Kd,5.97,CHEMBL
256,P10635,Ki,4.77,WOMBAT-PK
256,P48051,IC50,4.282,WOMBAT-PK
256,P31652,Ki,7.37,CHEMBL
256,P23977,Ki,5.85,CHEMBL
256,Q9WTR4,Ki,9.15,CHEMBL
256,Q63380,Ki,8.4,CHEMBL
256,P48051|P48549,IC50,4.478,WOMBAT-PK
256,P48544|P48549,IC50,4.845,WOMBAT-PK
256,Q13118,IC50,4.0,CHEMBL
257,Q14994,,,WOMBAT-PK
257,P08684,IC50,5.29,CHEMBL
257,P04035,IC50,8.0,WOMBAT-PK
257,Q92769,IC50,4.65,CHEMBL
257,Q13547,IC50,4.93,CHEMBL
257,Q9UBN7,IC50,4.84,CHEMBL
257,P51639,IC50,8.42,CHEMBL
257,Q1W675,IC50,4.49,CHEMBL
258,Q02127,IC50,5.03,WOMBAT-PK
258,P43264,,,WOMBAT-PK
258,Q02768,,,CHEMBL
258,Q63707,IC50,6.15,CHEMBL
258,Q54A96,Ki,4.57,CHEMBL
259,Q15822,,,WOMBAT-PK
259,P36544,IC50,8.25,IUPHAR
259,P70605,Ki,5.23,CHEMBL
259,P02708|P11230|Q07001,IC50,7.77,WOMBAT-PK
259,P32297,IC50,9.05,IUPHAR
259,P43681,IC50,8.1,IUPHAR
260,P08913,Ki,4.85,IUPHAR
260,P28223,Ki,5.155,PDSP
260,P28335,Ki,6.276,DRUG MATRIX
260,P35367,Ki,5.907,PDSP
260,P11229,Ki,9.31,WOMBAT-PK
260,P08172,Ki,8.97,WOMBAT-PK
260,P20309,Ki,9.5,WOMBAT-PK
260,P08173,Ki,9.39,WOMBAT-PK
260,P08912,Ki,9.29,WOMBAT-PK
260,P25100,Ki,6.177,DRUG MATRIX
260,O15245,IC50,4.91,CHEMBL
260,P10980,Ki,9.15,CHEMBL
260,P08482,Ki,9.59,CHEMBL
260,P21836,Ki,9.46,CHEMBL
260,Q9ERZ4,Ki,9.46,CHEMBL
260,P08483,Ki,9.92,CHEMBL
260,Q8WMX0,Ki,9.7,CHEMBL
260,P08911,Ki,9.07,CHEMBL
260,P08485,Ki,9.28,CHEMBL
260,Q8VH26,Kd,8.99,CHEMBL
260,A9XFY4,Ki,4.49,CHEMBL
260,P08482|P08483|P08485|P08911|P10980,Ki,9.52,CHEMBL
265,P19328|P22086|P22909,IC50,5.89,CHEMBL
265,P15823|P23944|P43140,IC50,6.69,CHEMBL
266,P23219,,,WOMBAT-PK
266,P47989,,,WOMBAT-PK
267,P46098,Ki,9.268,SCIENTIFIC LITERATURE
268,P35367,,,DRUGBANK
268,P31390,Ki,8.41,CHEMBL
269,Q9UNQ0,,,WOMBAT-PK
269,O15440,,,WOMBAT-PK
269,O15439,,,WOMBAT-PK
269,P63000,,,WOMBAT-PK
269,P51580,,,WOMBAT-PK
270,P31213,,,WOMBAT-PK
271,Q12809,IC50,7.0,CHEMBL
271,P08183,,,WOMBAT-PK
271,P41595,Ki,7.7,CHEMBL
271,P28335,Ki,6.3,CHEMBL
271,P35348,Ki,7.3,CHEMBL
271,P35367,Ki,8.168,WOMBAT-PK
271,P11229,IC50,5.2,CHEMBL
271,P35368,Ki,7.3,CHEMBL
271,Q9Y5N1,Ki,6.83,CHEMBL
271,P43140,Ki,7.3,CHEMBL
272,Q01668|Q13936,,,DRUG LABEL
274,Q12809,IC50,6.4,CHEMBL
274,O08703,IC50,6.74,CHEMBL
274,O70344,IC50,6.62,CHEMBL
274,P97414,IC50,5.3,IUPHAR
276,Q12809,IC50,3.39,WOMBAT-PK
276,P08183,IC50,3.7,WOMBAT-PK
276,Q92887,IC50,4.16,WOMBAT-PK
276,O43193,EC50,5.5,IUPHAR
277,Q07806|Q51504|Q51505|Q9X6V3|Q9X6V7|Q9X6W0,,,CHEMBL
279,P0AD68,IC50,5.736,WOMBAT-PK
279,Q07806,IC50,5.48,CHEMBL
279,P02918,IC50,5.317,WOMBAT-PK
279,P02919,IC50,4.317,WOMBAT-PK
279,A2RP81,Ki,5.7,CHEMBL
279,A4ZYU9,IC50,7.49,CHEMBL
279,Q83TT7,IC50,7.22,CHEMBL
279,Q3S5C3,IC50,8.22,CHEMBL
279,Q48435,IC50,8.22,CHEMBL
279,B2ZTR6,Ki,8.15,CHEMBL
279,D6NSM8,Ki,5.52,CHEMBL
280,P02918|P02919|P08506|P0AD65|P0AD68|P0AEB2|P24228,,,CHEMBL
281,P00533,IC50,5.269,DRUG MATRIX
281,P06239,IC50,5.716,DRUG MATRIX
281,P28564,Ki,5.868,DRUG MATRIX
281,P60932,IC50,5.25,CHEMBL
282,O88871|Q9Z0U4,IC50,7.52,CHEMBL
282,O75899|Q9UBS5,IC50,7.46,CHEMBL
282,P0DMS8,IC50,7.3,CHEMBL
282,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,IC50,7.52,CHEMBL
284,P35354,,,WOMBAT-PK
284,P23219,,,WOMBAT-PK
284,P09917,,,CHEMBL
284,P37231,,,CHEMBL
285,P07550,,,WOMBAT-PK
285,P10635,IC50,5.699,DRUG MATRIX
285,P22303,Ki,3.25,WOMBAT-PK
285,P06276,IC50,8.5,IUPHAR
285,P81908,IC50,6.92,CHEMBL
288,P35367,,,KEGG DRUG
290,Q01668|Q13936,,,DRUG LABEL
294,P04150,Ki,8.427,DRUG MATRIX
294,P05113,IC50,4.57,CHEMBL
294,P08235,EC50,8.32,CHEMBL
294,P06401,IC50,7.55,CHEMBL
294,P14780,IC50,5.7,CHEMBL
294,P15207,Ki,5.96,CHEMBL
294,Q690N0,Ki,7.57,CHEMBL
294,P06536,IC50,8.54,CHEMBL
294,Q86Y34,EC50,8.5,IUPHAR
294,P04401,IC50,4.58,CHEMBL
296,P11387,IC50,6.561,SCIENTIFIC LITERATURE
299,P12821,IC50,6.51,WOMBAT-PK
299,P12822,IC50,8.7,CHEMBL
299,P47820,IC50,8.77,CHEMBL
302,Q92769,IC50,8.05,CHEMBL
302,Q13547,IC50,7.77,CHEMBL
302,O15379,IC50,7.6,CHEMBL
302,Q9UBN7,IC50,8.22,CHEMBL
302,Q9BY41,IC50,6.97,CHEMBL
302,Q969S8,IC50,7.14,CHEMBL
305,P00918,,,WOMBAT-PK
305,P55017,A2,8.3,WOMBAT-PK
305,P00915,,,WOMBAT-PK
305,P22748,,,WOMBAT-PK
305,Q12791,,,WOMBAT-PK
311,P09917,,,KEGG DRUG
311,O70127,IC50,4.0,CHEMBL
312,P14416,Ki,10.57,WOMBAT-PK
312,Q99720,EC50,5.94,WOMBAT-PK
312,Q12809,IC50,8.47,WOMBAT-PK
312,P28223,Ki,9.0,WOMBAT-PK
312,P35462,Ki,10.18,WOMBAT-PK
312,P21917,Ki,8.7,WOMBAT-PK
313,P14416,Ki,5.96,DRUG MATRIX
313,Q99720,Ki,6.967,DRUG MATRIX
313,P28223,Ki,6.131,DRUG MATRIX
313,P35462,Ki,6.105,DRUG MATRIX
313,P11229,Ki,7.108,DRUG MATRIX
313,P08172,Ki,6.562,DRUG MATRIX
313,P20309,Ki,7.284,DRUG MATRIX
313,P08173,Ki,7.42,DRUG MATRIX
313,P08912,Ki,6.068,DRUG MATRIX
313,P10635,IC50,6.486,DRUG MATRIX
313,P15823,Ki,5.579,DRUG MATRIX
313,P35498|Q99250|Q9NY46,IC50,5.47,CHEMBL
314,P20711,,,WOMBAT-PK
314,Q92731,IC50,5.52,CHEMBL
314,Q9XUB2,EC50,6.95,CHEMBL
314,Q9UBE0|Q9UBT2,IC50,4.63,CHEMBL
314,G5EF15,EC50,4.43,CHEMBL
314,P03313,IC50,5.62,CHEMBL
314,P52789,IC50,5.26,CHEMBL
317,Q96S37,IC50,5.55,CHEMBL
317,Q99504,IC50,4.77,CHEMBL
318,P41595,Ki,5.94,DRUG MATRIX
318,P0DMS8,Ki,5.53,DRUG MATRIX
318,P33527,Ki,6.72,CHEMBL
318,P11712,IC50,7.796,DRUG MATRIX
318,Q04828,IC50,7.32,CHEMBL
318,P18031,IC50,4.27,CHEMBL
318,P27815,IC50,5.976,DRUG MATRIX
318,Q16539,IC50,5.908,DRUG MATRIX
318,P28482,IC50,5.711,DRUG MATRIX
318,Q8IEK1,IC50,4.2,CHEMBL
318,Q75760,IC50,4.89,CHEMBL
318,P03433,Kd,4.32,CHEMBL
318,O00167,IC50,4.99,CHEMBL
318,Q99504,IC50,5.08,CHEMBL
318,Q96S37,IC50,7.59,CHEMBL
321,O15392,Kd,5.1,CHEMBL
321,Q99504,IC50,5.47,CHEMBL
323,P35498,,,SCIENTIFIC LITERATURE
323,Q99250,,,SCIENTIFIC LITERATURE
323,Q9NY46,,,SCIENTIFIC LITERATURE
323,P35499,,,SCIENTIFIC LITERATURE
323,Q9UQD0,,,SCIENTIFIC LITERATURE
323,Q15858,,,SCIENTIFIC LITERATURE
323,Q9UI33,,,SCIENTIFIC LITERATURE
323,Q9Y5Y9,,,SCIENTIFIC LITERATURE
323,Q01118,,,SCIENTIFIC LITERATURE
323,Q14524,ED50,3.495,SCIENTIFIC LITERATURE
326,Q14524,,,WOMBAT-PK
329,P08913,,,WOMBAT-PK
329,P23975,,,CHEMBL
329,P35348,,,WOMBAT-PK
329,Q05940,,,CHEMBL
331,P35354,IC50,8.32,IUPHAR
331,P14416,Ki,5.4,IUPHAR
331,P35462,Ki,5.445,PDSP
331,P21917,Ki,6.241,PDSP
331,P08913,Ki,5.865,SCIENTIFIC LITERATURE
331,P18089,Ki,6.161,SCIENTIFIC LITERATURE
331,P18825,Ki,6.264,SCIENTIFIC LITERATURE
332,P00918,,,WOMBAT-PK
332,P55017,A2,8.17,WOMBAT-PK
332,P00915,,,WOMBAT-PK
332,P22748,,,WOMBAT-PK
332,Q12791,,,WOMBAT-PK
333,P08913,Ki,6.69,DRUG MATRIX
333,Q99720,Ki,7.229,DRUG MATRIX
333,P31645,IC50,4.62,CHEMBL
333,P23975,Ki,5.86,DRUG MATRIX
333,P28223,Ki,8.157,DRUG MATRIX
333,P41595,Ki,6.896,DRUG MATRIX
333,P28335,Ki,7.495,DRUG MATRIX
333,P50406,Ki,5.888,DRUG MATRIX
333,P18089,Ki,7.523,DRUG MATRIX
333,P35462,Ki,6.654,DRUG MATRIX
333,P35367,Ki,8.959,WOMBAT-PK
333,P25021,Ki,5.926,DRUG MATRIX
333,P11229,Ki,9.636,WOMBAT-PK
333,P08172,Ki,8.854,WOMBAT-PK
333,P20309,Ki,8.959,WOMBAT-PK
333,P08173,Ki,8.959,WOMBAT-PK
333,P08912,Ki,8.553,WOMBAT-PK
333,P18825,Ki,7.244,DRUG MATRIX
333,Q01959,Kd,7.253,WOMBAT-PK
333,P25100,Ki,7.585,DRUG MATRIX
333,P15823,Ki,7.387,DRUG MATRIX
333,P70580,Ki,6.951,DRUG MATRIX
333,P43140,IC50,6.85,CHEMBL
333,P10980,Ki,8.59,CHEMBL
333,P08482,Ki,9.23,CHEMBL
333,P31652,Ki,5.29,CHEMBL
333,P23977,Ki,6.93,CHEMBL
333,Q695T7,IC50,4.36,IUPHAR
335,P00811,IC50,4.05,CHEMBL
335,P15304,IC50,5.96,CHEMBL
341,P35367,,,DRUGBANK
342,Q14524,,,WOMBAT-PK
342,Q12809,IC50,6.26,WOMBAT-PK
342,O00555,Ki,6.6,WOMBAT-PK
342,O95180,Ki,5.149,WOMBAT-PK
342,P15917,IC50,5.32,CHEMBL
342,P56696,IC50,5.0,IUPHAR
342,Q9Y3Q4,IC50,5.31,WOMBAT-PK
342,P15381,IC50,4.66,CHEMBL
342,P35498|Q99250|Q9NY46,IC50,6.08,CHEMBL
342,Q9Z258,IC50,6.0,IUPHAR
342,Q13936,,,SCIENTIFIC LITERATURE
342,Q01668,,,SCIENTIFIC LITERATURE
343,P43115,Ki,6.17,IUPHAR
343,P35408,Ki,5.14,IUPHAR
343,P43252,Ki,7.8,IUPHAR
343,P43253,Ki,7.72,IUPHAR
343,P43119,IC50,8.37,WOMBAT-PK
345,Q2Q167,IC50,4.53,CHEMBL
346,Q9QYN8,Ki,5.69,CHEMBL
346,Q9Y5N1,EC50,9.523,SCIENTIFIC LITERATURE
348,P04150,IC50,8.07,WOMBAT-PK
348,P04083,,,WOMBAT-PK
349,P04150,,,CHEMBL
351,P04150,,,CHEMBL
353,P04150,,,CHEMBL
353,P06536,IC50,8.28,CHEMBL
354,P04150,,,CHEMBL
355,Q4U2R8,Ki,4.62,WOMBAT-PK
355,Q8TCC7,Ki,4.32,WOMBAT-PK
356,P08588,Kd,8.8,WOMBAT-PK
356,P07550,Kd,7.2,WOMBAT-PK
